Item	Category
 «Συνήθεις ερωτήσεις και οι απαντήσεις τους» – Εγχειρίδιο  για το ψάρεμα του Μιχάλη Μαντά 	manual
 «Παίζω και προγραμματίζω με το ρομπότ Thymio» – Εγχειρίδιο της  Ναταλίας Θεόκλειας Γεωργιτζίκη 	manual
 «Η μηχανή αναζήτησης της Google» – Εγχειρίδιο του Νίκου Κακλαμάνου 	manual
 “Το καλύτερο Antivirus του υπολογιστή σου… Είσαι εσύ” –  Εγχειρίδιο του Άκη Αρμόδιου 	manual
 “Εφαρμοσμένη Πληροφορική” – Εγχειρίδιο του Άκη Αρμόδιου 	manual
 “Εγχειρίδιο σχετικά με την ευρωπαϊκή νομοθεσία για την προστασία  των προσωπικών δεδομένων” 	manual
 “Δημιουργώ με το Arduino και προγραμματίζω με το Ardublock” –  Εγχειρίδιο της Ναταλίας Θεόκλειας Γεωργιτζίκη 	manual
 “ANARCHESS – Οι κανόνες του παιχνιδιού” – Εγχειρίδιο του Δημήτρη Γραμμένου 	manual
 “HTML5+JavaScript: Δημιουργώντας παιχνίδια – Ο εύκολος τρόπος”  – Εγχειρίδιο του Κωνσταντίνου Παπαστεργίου 	manual
 “Κώδικας Δεοντολογίας Εθελοντών Ανθρωπιστικού Χαρακτήρα” –  Εγχειρίδιο του Αναστάσιου Γ. Γερασιμάτου 	manual
 “Πορτοκαλί Οικονομία / Μια διαρκής ευκαιρία” – Εγχειρίδιο του Felipe  Buitrago Restrepo 	manual
 “Εγχειρίδιο ενεργειών για την οργάνωση καθαριότητας Ακτών και Θαλασσών”  – Αναστάσιος Γ. Γερασιμάτος 	manual
 “Η Pascal με παραδείγματα” – Εγχειρίδιο του Γιώργου Χατζηκυριάκου 	manual
 “Εγχειρίδιο Πρώτων Βοηθειών” – Εθνικό Κέντρο Άμεσης Βοήθειας (ΕΚΑΒ) 	manual
 «Εγχειρίδιο Πράσινων Πρακτικών για Μικρές και Μεσαίες Επιχειρήσεις» 	manual
 “Εισαγωγή στη Φωτογραφία” – Εγχειρίδιο του Ανδρέα Κατσικούδη 	manual
 “Ξεκινώντας με το Ubuntu 10.04” – Εγχειρίδιο χρήσης 	manual
 “Ανάπτυξη και εικαστικός σχεδιασμός ιστοτόπων” – Εγχειρίδιο επιμορφωτή 	manual
 “Visual Basic: Εκπαιδευτικό εγχειρίδιο” – Getting started 	manual
 Ανοικτό Σπηλαιολογικό Εγχειρίδιο 	manual
 “Εγχειρίδιο εκμάθησης της Ελληνικής Γλώσσας σε Μετανάστες και Πρόσφυγες” 	manual
 “Ζώντας με τον HIV” – Εγχειρίδιο 	manual
 “Ας μιλήσουμε ξεκάθαρα για την ακροδεξιά” – Εγχειρίδιο του Κωστή Παπαϊωάννου 	essay
 “Μαθήματα Φωτογραφίας” – Εγχειρίδιο της Λέσχης Φωτογραφίας &  Κινηματογράφου Καρδίτσας 	manual
 “Εισαγωγή στον προγραμματισμό με την Python” – Εγχειρίδιο του Μανώλη Κιαγιά 	manual
 “Επικοινωνιακή Διαχείριση Κρίσεων” – Εγχειρίδιο του Ιωάννη Σταμούλη 	manual
 “Μαθαίνω Ελληνικά” – Εγχειρίδιο του Παντελή Παππά 	manual
 “LabVIEW: Εκπαιδευτικό εγχειρίδιο” – Τετράδιο μαθητή 	manual
 “Visual Basic: Εκπαιδευτικό εγχειρίδιο” – Βιβλίο καθηγητή 	manual
 “LabVIEW: Εκπαιδευτικό εγχειρίδιο” – Getting started 	manual
 “Εκπαίδευση στα λογισμικά: Adobe Premiere Pro CS3 και Visual Basic” –  Εγχειρίδιο επιμορφούμενου 	manual
 “Εκπαίδευση στα λογισμικά Adobe Premiere Pro CS3 και Visual Basic” –  Εγχειρίδιο επιμορφωτή 	manual
 “MultiSIM: Εκπαιδευτικό εγχειρίδιο” – Τετράδιο μαθητή 	manual
 “JAVA: Εκπαιδευτικό εγχειρίδιο” – Τετράδιο μαθητή 	manual
 “CorelDraw X4: Εκπαιδευτικό εγχειρίδιο” – Τετράδιο μαθητή 	manual
 “CorelDRAW X4: Εκπαιδευτικό εγχειρίδιο” – Βιβλίο καθηγητή 	manual
 “Quark: Εγχειρίδιο εγκατάστασης QuarkXPress & QLA Server” 	manual
 “Εκπαιδευτικό Εγχειρίδιο για Ενδυνάμωση των Νέων για την Πρόληψη  της Έμφυλης Βίας μέσω Αλληλοδιδακτικής Προσέγγισης” 	manual
οι άδειες creative commons	manual
 “Ξέρω να προστατευτώ όταν γίνεται σεισμός” – Εγχειρίδιο της Φρίντας Κριτσωτάκη 	manual
 “Εφαρμοσμένες γλωσσικές δραστηριότητες” – Εγχειρίδιο για το νηπιαγωγείο 	manual
 Λογισμικά: “Τα Τρόφιμα – Οδηγός Καλλωπιστικών Φυτών” –  Εγχειρίδιο επιμορφωτή 	manual
 «Πώς γράφω λήμματα στην Βικιπαίδεια» 	manual
 «Μερικά εύκολα βήματα για να βοηθήσετε το παιδί σας να γίνει Ψηφιακός Πολίτης» 	manual
 «Οδηγός για γονείς-κηδεμόνες για σωστή και ασφαλή φοίτηση  των παιδιών στα σχολεία» 	manual
 «Οδηγός προγράμματος Erasmus+ 2020» 	manual
 «Βασικά Θέματα Πληροφορικής» 	manual
«Αναρρίχηση στον Άγιο Πέτρο Αρκαδίας»	manual
 «Κυνηγετικός Οδηγός» 	manual
 “Εποπτεία & Ασφάλεια λουόμενων και χώρου ευθύνης από τον Επόπτη  ασφαλείας κολυμβητικών δεξαμενών” – Αναστάσιος Γ. Γερασιμάτος 	manual
 “Το τετράδιο της Wikipedia” – Σύντομος οδηγός συγγραφής άρθρων 	manual
 «Οδηγός εφαρμογής & λειτουργίας Κέντρων Κοινότητας» 	manual
 “Μια τάξη στο διαδίκτυο – Η πλατφόρμα EdModo” 	manual
 “Προγραμματισμός σε App Inventor” 	manual
 “Εισαγωγή στις Αρχές της Επιστήμης των Η/Υ” 	manual
 “Προγραμματισμός με Python στο Raspberry Pi” 	manual
 “Το Μανιφέστο των Ψηφιακών δεξιοτήτων” 	manual
 “Computer Masti” – Βιβλίο δραστηριοτήτων ΙΙΙ 	manual
 “Computer Masti” – Βιβλίο δραστηριοτήτων Ι 	manual
 “Η εξ αποστάσεως εκπαίδευση στην εκπαίδευση ενηλίκων” –  Παραδείγματα και περιπτώσεις εφαρμογής 	manual
 “Διδακτική στην εκπαίδευση ενηλίκων” 	manual
 “Προγραμματίζοντας με τον μικροελεγκτή Arduino” 	manual
φωτογραφία	manual
 “ΑΒΓ – Το αλφαβητάρι του Διαδικτύου” 	manual
 “Οδηγός Δημιουργίας Κοινωνικών Επιχειρήσεων” 	manual
 “Καλώς ήλθατε στη Γερμανία” – Πληροφορίες για μετανάστες 	manual
 “Ταξίδι στη γλώσσα” 	manual
 “Ελάτε να υφάνουμε” – Φυλλάδιο για τα εκπαιδευτικά προγράμματα  του Μουσείου Μετάξης 	manual
 Τα ανθρώπινα δικαιώματα σου – Ένας οδηγός για ηλικιωμένα άτομα 	manual
 «Ο Κόσμος στο Κατώφλι μας» – Εγχειρίδιο Εκπαιδευτικού 	manual
 “Οδηγός Λειτουργιών του Firefox OS” 	manual
 “Τα πρώτα σας βήματα στη Ζυρίχη” 	manual
 “Πρόληψη – Αντιμετώπιση Πυρκαγιών” – Πυροσβεστικό Σώμα Ελλάδας 	manual
 “Ηλεκτρονική Ενσωμάτωση & Ψηφιακός Αλφαβητισμός στην Ελλάδα” 	manual
 “Web 2.0: Χαρακτηριστικά και επίδρασή του σε επιχειρήσεις,  κεντρική διοίκηση και χρήστες” 	manual
 “Το Scratch πάει Δημοτικό!” – Προτάσεις αξιοποίησης στην Πρωτοβάθμια  Εκπαίδευση 	manual
 “Κατασκευή δικτυακού τόπου με το WordPress” 	manual
 “Φύλλο Εργασίας VOKI” 	manual
 “Όνειρο για να λερώσει το άσπρο” – Ποιητική συλλογή της Εύης Λάσκαρη-Τσάγκα 	poem
 “Δημιουργία ιστοσελίδας με WordPress” – Βασικές λειτουργίες 	manual
 “Ελληνικός οδηγός Mozilla Thunderbird” 	manual
 “Οδηγίες για την αφαίρεση των γκράφιτι” – Δήμος Αθηναίων 	manual
 “Σχέδια Εκκένωσης Κρίσιμων Υποδομών σε περίπτωση Σεισμού ή Πυρκαγιάς  για Άτομα με Αναπηρία” 	manual
 “Μαθαίνω τι να κάνω στον σεισμό (με νοήματα και σύμβολα ΜΑΚΑΤΟΝ)” – ΑμεΑ 	manual
 “FAQ – Συχνές ερωτήσεις και απαντήσεις για την ασφαλή χρήση του Διαδικτύου” 	manual
 “Προστασία της ιδιωτικής μας σφαίρας στο Facebook” 	manual
 “Εκπαιδευτικά μονοπάτια στο Διαδίκτυο” – Οδηγός για γονείς 	manual
 “Facebook – Σκεφτείτε καλά πριν κοινοποιήσετε” 	manual
 “Grooming – Η αποπλάνηση μέσω διαδικτύου” 	manual
 “Sexting” 	manual
 “Συμβουλές για Ασφάλεια στα Κοινωνικά Δίκτυα” 	manual
 “Συμβουλές για Ασφάλεια στο Instagram” 	manual
 “Συμβουλές για ασφάλεια στο Snapchat” 	manual
 “Οδηγός Facebook” 	manual
 “Οδηγός Παράνομου Περιεχομένου” 	manual
 “Οδηγός Ασφαλούς Πλοήγησης” 	manual
 “SearchCulture.gr: Μία Πρότυπη Πλατφόρμα Συσσώρευσης &  Αναζήτησης Πολιτιστικού Περιεχομένου” 	manual
 “Semantics.gr: Το Ενιαίο Σύστημα Σημασιολογικών Λεξιλογίων” 	manual
 “Παιδαγωγική αξιοποίηση των Τεχνολογιών της Πληροφορίας και Επικοινωνιών” 	manual
 “Γενικές αρχές της οργάνωσης και διοίκηση της Εκπαίδευσης” 	manual
 “Οδηγός Ολοήμερου Νηπιαγωγείου” 	manual
“Διαχείριση ανθρώπινων πόρων στο χώρο της εκπαίδευσης”	manual
 “Προσομοίωση Αναλογικών και Ψηφιακών Κυκλωμάτων με την βοήθεια του  ΤinaPro και Τρισδιάστατη Σχεδίαση με το AutoCAD” 	manual
 “SingularLogic Accountant: To απόλυτο εργαλείο του σύγχρονου λογιστή” 	manual
 “Adobe Photoshop CS3” – Τετράδιο μαθητή 	manual
 “Adobe Photoshop CS3” – Βιβλίο καθηγητή 	manual
 “Adobe Flash CS3” – Τετράδιο μαθητή 	manual
 “Adobe Flash CS3” – Βιβλίο καθηγητή 	manual
 “Adobe Dreamweaver CS3” – Τετράδιο μαθητή 	manual
 “Adobe Dreamweaver CS3” – Βιβλίο καθηγητή 	manual
 “EAGLE: Τετράδιο μαθητή” 	manual
 “Εκπαίδευση στα Λογισμικά “Real Nursing Skills – Pediatric Nursing Skills”  και “Fundamentals of Nursing”” 	manual
 “Θρεπτική και ενεργειακή αξία των τροφίμων – Τα Καλλωπιστικά Φυτά” – Λογισμικό 	manual
 “Ανάπτυξη και εικαστικός σχεδιασμός ιστοτόπων” – Εγχειρίδιο επιμορφωτή 	manual
 “Οδηγός λογισμικού key-book+ ΜικροΟικονομία” 	manual
 “Διοίκηση ολικής ποιότητας στις δημόσιες υπηρεσίες και στο χώρο της εκπαίδευσης” 	manual
 “Εκσυγχρονισμός της Δημόσιας Διοίκησης” 	manual
“Εκπαιδευτική νομοθεσία”	manual
 “Σύστημα αξιολόγησης και πιστοποίησης γλωσσομάθειας” 	manual
 “Διδακτικές προτάσεις για το μάθημα της λογοτεχνίας” 	manual
 “Βιβλίο που μιλάει για την Τεχνολογία” 	manual
 “Ασκήσεις για την Τεχνολογία” 	manual
 “Το πλαίσιο της τεχνολογικής εξέλιξης – Κοινωνικό περιβάλλον και τεχνολογία” 	manual
 “Διαπολιτισμικό σχέδιο εργασίας: Πρόσφυγες” 	manual
 “Η οικογένεια στην οδό Φιλίας” 	manual
 “Εγώ, εμείς και η Ευρώπη” 	manual
 “Κείμενα για νέους σε απλά Ελληνικά: Βιβλίο Γ'” 	manual
 “Κείμενα για νέους σε απλά Ελληνικά: Βιβλίο Δ'” 	manual
 “Κόσμοι της Φυσικής: Θερμόμετρα, φωτεινές ακτίνες και ηλεκτρικά κυκλώματα:  Οδηγίες για τον εκπαιδευτικό” 	manual
 “Κόσμοι της Φυσικής: Θερμόμετρα, φωτεινές ακτίνες και ηλεκτρικά κυκλώματα:  Βιβλίο Δραστηριοτήτων” 	manual
 “Βήματα στον κόσμο: Επικοινωνώ” – Ενότητα 2 	manual
 “Βήματα στον κόσμο: Επικοινωνώ” – Ενότητα 4 	manual
 “Βήματα στον κόσμο: Περιγράφω” – Ενότητα 1 	manual
 “Βήματα στον κόσμο: Περιγράφω μια διαδικασία” – Ενότητα 1 	manual
 “Βήματα στον κόσμο: Περιγράφω μια διαδικασία” – Ενότητα 2 	manual
 “Βήματα στον κόσμο: Περιγράφω μια διαδικασία” – Ενότητα 4 	manual
 “Διαβάζω 1” 	manual
 “Διδάσκοντας Λογοτεχνία στο Γυμνάσιο: Προτάσεις για την αξιοποίηση  του διδακτικού υλικού” 	manual
 “Διδάσκοντας Ιστορία στο Γυμνάσιο: Προτάσεις για την αξιοποίηση του  διδακτικού υλικού” 	manual
 “Διδάσκοντας Νεοελληνική Γλώσσα στο Γυμνάσιο: Προτάσεις για την  αξιοποίηση του διδακτικού υλικού” 	manual
 “Γεια σας 2: Το σχολείο μου” – Βιβλίο μαθητή 	manual
 «Γεια σας 4: Η καθημερινή μου ζωή» – Βιβλίο μαθητή 	manual
 “Διηγούμαι και γράφω ιστορίες (Αναδιήγηση): Ενότητα 5” 	manual
 “Κλειδιά και αντικλείδια: Στερεότυπα και προκαταλήψεις” 	manual
 “Κλειδιά και αντικλείδια: Στερεότυπα και προκαταλήψεις” 	manual
 “Κλειδιά και αντικλείδια: Μουσική στο σχολείο” 	manual
 “Κλειδιά και αντικλείδια: Διαθεματική προσέγγιση της γνώσης” 	manual
 “Κλειδιά και αντικλείδια: Επικοινωνία και ταυτότητες σε μια πολύγλωσση οικογένεια” 	manual
 “Κλειδιά και αντικλείδια: Ταυτότητα και εκπαίδευση” 	manual
 “Κλειδιά και αντικλείδια: Η επανατροφοδότηση των μαθητών στα  γραπτά τους κείμενα” 	manual
 “Κλειδιά και αντικλείδια: Πολιτισμός και σχολείο” 	manual
 “Κλειδιά και αντικλείδια: Μαθαίνοντας και διδάσκοντας Μαθηματικά” 	manual
 “Κλειδιά και αντικλείδια: Η μειονοτική εκπαίδευση της Θράκης” 	manual
“Κλειδιά και αντικλείδια: Φυσικές Επιστήμες – διδασκαλία και εκπαίδευση” 	manual
 “Κλειδιά και αντικλείδια: Το λάθος ως εργαλείο μάθησης και διδασκαλίας” 	manual
 “Κλειδιά και αντικλείδια: Η επεξεργασία της εικόνας στη σχολική τάξη” 	manual
 “Κλειδιά και αντικλείδια: Η επικοινωνιακή προσέγγιση του γλωσσικού μαθήματος” 	manual
 “Κλειδιά και αντικλείδια: Κίνητρο στην εκπαίδευση” 	manual
 “Κλειδιά και αντικλείδια: Για τη μέθοδο project” 	manual
 “Προσαρμογές αναλυτικών προγραμμάτων για τα Μαθηματικά και τις Φυσικές  Επιστήμες στο Δημοτικό” – Σχέδια διδασκαλίας για μαθητές με μαθησιακές  δυσκολίες 	manual
 “Προσαρμογές αναλυτικών προγραμμάτων για το μάθημα της Γλώσσας  στο Γυμνάσιο: Διαθεματικό πλαίσιο και σχέδια διδασκαλίας (Τεύχος Α’)” 	manual
 “Προσαρμογές αναλυτικών προγραμμάτων για το μάθημα της  Γλώσσας στο Γυμνάσιο: Υποστηρικτικό υλικό (Τεύχος Β’)” 	manual
 “Εθνικά Συστήματα Προσόντων & Πλαίσια Δια Βίου Εκπαίδευσης” 	manual
 “Γενικοί Δείκτες Αξιολόγησης και Πιστοποίησης” 	manual
 “Βασικές Δεξιότητες στις Νέες Τεχνολογίες Ι” 	manual
 “Βασικές Δεξιότητες στις Νέες Τεχνολογίες ΙΙ” 	manual
 “Καινοτομία – Επιχειρηματικότητα – Επιχειρήσεις” 	manual
 “Συμβουλευτική κρατουμένων” 	manual
 “Εγώ, εσύ, εμείς” 	manual
 “Δημιουργική Σκέψη – Παραγωγή Καινοτόμων και Πρωτότυπων Ιδεών” 	manual
 “Οικογενειακός αριθμητισμός” 	manual
 “Εξειδικευμένες Δεξιότητες στις Νέες Τεχνολογίες” 	manual
 “Ακούγοντας μουσική” – Μια προσέγγιση μέσα από τον κόσμο των μεμβρανοφώνων 	manual
 “Αξιοποίηση υπηρεσιών Δημοσίου και Ιδιωτικού τομέα” 	manual
 “Δικαιώματα εργαζομένου” 	manual
 “Συμβουλευτική Προσφύγων, Παλιννοστούντων, Μεταναστών και Αιτούντων Άσυλο” 	manual
 “Οικονομική Διαχείριση και Χρήση Νέων Τεχνολογιών στη Διαχείριση Νοικοκυριού” 	manual
 “Συνοπτική Ιστορία της Ευρώπης και της Ευρωπαϊκής Ένωσης” 	manual
 “Χρήση Νέων Τεχνολογιών στις Επιχειρήσεις” 	manual
 “Οργάνωση και Διοίκηση Επιχειρήσεων” 	manual
 “Βιβλία – Βιβλιοθήκες” 	manual
 “Πληροφορική ΙΙI: Εισαγωγή σε Υπολογιστικά φύλλα – Παρουσιάσεις –  Βάσεις δεδομένων” 	manual
 “Ο Λιγνίτης στο Ελληνικό Ενεργειακό Σύστημα” 	manual
 “Ενδυνάµωση της Νεολαίας για την Πρόληψη της Έµφυλης Βίας µέσω  Αλληλοδιδακτικής Προσέγγισης” 	manual
 “Ελληνική Μετάφραση του OpenCart” – Οδηγός Χρήσης 	manual
 “Καταυλισμοί προσφύγων – Βασικές Αρχές Διαχείρισης” 	manual
 “Υλοποίηση Επιχειρησιακής Άσκησης Σεισμού σε τοπικό επίπεδο” 	manual
 Οδηγός Ανάπτυξης Διαθεματικών Δραστηριοτήτων Περιβαλλοντικής Εκπαίδευσης 	manual
